county,county_ascii,county_full,county_fips,state_id,state_name,lat,lon,population,county_unemployment_rate,state_unemployment,county_median_income,tax_rate
Adams,Adams,Adams County,38001,ND,North Dakota,46.0968,-102.528,2237,3.4,3.7,"57,586",5.00
Barnes,Barnes,Barnes County,38003,ND,North Dakota,46.9361,-98.0716,10869,3.1,3.7,"66,463",8.00
Benson,Benson,Benson County,38005,ND,North Dakota,48.0694,-99.366,6090,5,3.7,"55,282",7.00
Billings,Billings,Billings County,38007,ND,North Dakota,47.0236,-103.376,839,2.9,3.7,"92,571",8.00
Bottineau,Bottineau,Bottineau County,38009,ND,North Dakota,48.7922,-100.833,6442,4.8,3.7,"69,935",7.00
Bowman,Bowman,Bowman County,38011,ND,North Dakota,46.1126,-103.521,3024,2.5,3.7,"77,069",5.00
Burke,Burke,Burke County,38013,ND,North Dakota,48.791,-102.518,2177,4.3,3.7,"72,515",7.00
Burleigh,Burleigh,Burleigh County,38015,ND,North Dakota,46.9774,-100.469,97895,3.1,3.7,"66,017",7.00
Cass,Cass,Cass County,38017,ND,North Dakota,46.933,-97.248,182992,2.9,3.7,"65,803",8.00
Cavalier,Cavalier,Cavalier County,38019,ND,North Dakota,48.7723,-98.4648,3725,3.1,3.7,"88,700",7.00
Dickey,Dickey,Dickey County,38021,ND,North Dakota,46.1102,-98.5047,5013,2.7,3.7,"73,312",7.00
Divide,Divide,Divide County,38023,ND,North Dakota,48.8149,-103.487,2196,2.4,3.7,"66,208",8.00
Dunn,Dunn,Dunn County,38025,ND,North Dakota,47.3568,-102.618,4054,3.3,3.7,"80,976",7.00
Eddy,Eddy,Eddy County,38027,ND,North Dakota,47.7176,-98.9016,2378,4,3.7,"72,571",8.00
Emmons,Emmons,Emmons County,38029,ND,North Dakota,46.2851,-100.239,3316,4.6,3.7,"72,883",7.00
Foster,Foster,Foster County,38031,ND,North Dakota,47.4571,-98.883,3396,2.8,3.7,"75,732",7.00
Golden Valley,Golden Valley,Golden Valley County,38033,ND,North Dakota,46.9402,-103.847,1812,2.7,3.7,"52,279",7.00
Grand Forks,Grand Forks,Grand Forks County,38035,ND,North Dakota,47.9219,-97.4569,73101,3.2,3.7,"58,132",8.00
Grant,Grant,Grant County,38037,ND,North Dakota,46.3583,-101.64,2351,2.7,3.7,"57,313",7.00
Griggs,Griggs,Griggs County,38039,ND,North Dakota,47.4573,-98.237,2242,2.8,3.7,"73,012",7.00
Hettinger,Hettinger,Hettinger County,38041,ND,North Dakota,46.4325,-102.46,2502,3.2,3.7,"58,160",8.00
Kidder,Kidder,Kidder County,38043,ND,North Dakota,46.9801,-99.7801,2397,5.2,3.7,"74,589",8.00
LaMoure,LaMoure,LaMoure County,38045,ND,North Dakota,46.4569,-98.5355,4173,2.3,3.7,"72,712",8.00
Logan,Logan,Logan County,38047,ND,North Dakota,46.4573,-99.4774,1814,3,3.7,"68,365",7.00
McHenry,McHenry,McHenry County,38049,ND,North Dakota,48.2346,-100.636,5420,4.3,3.7,"72,140",7.00
McIntosh,McIntosh,McIntosh County,38051,ND,North Dakota,46.1118,-99.4412,2568,3.5,3.7,"80,675",7.00
McKenzie,McKenzie,McKenzie County,38053,ND,North Dakota,47.7402,-103.395,13762,5.5,3.7,"72,258",7.00
McLean,McLean,McLean County,38055,ND,North Dakota,47.6069,-101.322,9788,3.7,3.7,"76,889",8.00
Mercer,Mercer,Mercer County,38057,ND,North Dakota,47.3092,-101.832,8405,4.7,3.7,"65,113",7.00
Morton,Morton,Morton County,38059,ND,North Dakota,46.7161,-101.281,32916,3.8,3.7,"58,630",8.00
Mountrail,Mountrail,Mountrail County,38061,ND,North Dakota,48.2013,-102.356,9717,3.5,3.7,"72,419",7.00
Nelson,Nelson,Nelson County,38063,ND,North Dakota,47.9217,-98.192,3035,3.7,3.7,"70,971",7.00
Oliver,Oliver,Oliver County,38065,ND,North Dakota,47.1153,-101.34,1850,3.8,3.7,"63,441",7.00
Pembina,Pembina,Pembina County,38067,ND,North Dakota,48.7675,-97.5518,6912,4.8,3.7,"75,974",8.00
Pierce,Pierce,Pierce County,38069,ND,North Dakota,48.2496,-99.9718,4038,3.4,3.7,"66,733",7.00
Ramsey,Ramsey,Ramsey County,38071,ND,North Dakota,48.2689,-98.7201,11638,3.3,3.7,"59,490",8.00
Ransom,Ransom,Ransom County,38073,ND,North Dakota,46.4562,-97.6574,5679,2.6,3.7,"64,827",8.00
Renville,Renville,Renville County,38075,ND,North Dakota,48.719,-101.658,2328,3.4,3.7,"78,282",7.00
Richland,Richland,Richland County,38077,ND,North Dakota,46.2646,-96.9483,16546,2.7,3.7,"59,919",8.00
Rolette,Rolette,Rolette County,38079,ND,North Dakota,48.7725,-99.8409,12508,10.6,3.7,"52,939",7.00
Sargent,Sargent,Sargent County,38081,ND,North Dakota,46.1078,-97.6306,3839,2.7,3.7,"74,799",8.00
Sheridan,Sheridan,Sheridan County,38083,ND,North Dakota,47.5755,-100.346,1328,5.3,3.7,"78,328",7.00
Sioux,Sioux,Sioux County,38085,ND,North Dakota,46.1127,-101.04,3993,3.5,3.7,"36,445",6.00
Slope,Slope,Slope County,38087,ND,North Dakota,46.4472,-103.46,775,2.8,3.7,"80,270",5.00
Stark,Stark,Stark County,38089,ND,North Dakota,46.8107,-102.655,32710,4.7,3.7,"62,553",8.00
Steele,Steele,Steele County,38091,ND,North Dakota,47.4562,-97.7246,1870,3,3.7,"86,280",8.00
Stutsman,Stutsman,Stutsman County,38093,ND,North Dakota,46.9793,-98.9588,21678,3,3.7,"61,388",8.00
Towner,Towner,Towner County,38095,ND,North Dakota,48.6855,-99.2457,2190,3.3,3.7,"80,665",7.00
Traill,Traill,Traill County,38097,ND,North Dakota,47.4542,-97.1616,8008,3,3.7,"65,364",8.00
Walsh,Walsh,Walsh County,38099,ND,North Dakota,48.3695,-97.7213,10631,4.6,3.7,"65,961",8.00
Ward,Ward,Ward County,38101,ND,North Dakota,48.2217,-101.542,69686,4.3,3.7,"59,893",8.00
Wells,Wells,Wells County,38103,ND,North Dakota,47.5875,-99.661,4031,4.2,3.7,"82,108",7.00
Williams,Williams,Williams County,38105,ND,North Dakota,48.3437,-103.48,38460,6.7,3.7,"63,689",9.00
Adams,Adams,Adams County,39001,OH,Ohio,38.8455,-83.4721,27564,6.3,5.1,"43,092",7.00
Allen,Allen,Allen County,39003,OH,Ohio,40.7715,-84.1058,102462,5.7,5.1,"50,353",7.00
Ashland,Ashland,Ashland County,39005,OH,Ohio,40.846,-82.2707,52658,4.3,5.1,"45,594",7.00
Ashtabula,Ashtabula,Ashtabula County,39007,OH,Ohio,41.7074,-80.7483,97869,5.5,5.1,"46,280",7.00
Athens,Athens,Athens County,39009,OH,Ohio,39.3339,-82.0452,62933,5.6,5.1,"40,663",7.00
Auglaize,Auglaize,Auglaize County,39011,OH,Ohio,40.5609,-84.2217,46282,3.7,5.1,"54,964",7.00
Belmont,Belmont,Belmont County,39013,OH,Ohio,40.0158,-80.9885,67077,6.1,5.1,"45,375",7.00
Brown,Brown,Brown County,39015,OH,Ohio,38.9338,-83.8673,43694,5.3,5.1,"45,795",7.00
Butler,Butler,Butler County,39017,OH,Ohio,39.4386,-84.5756,387830,4.5,5.1,"55,636",8.00
Carroll,Carroll,Carroll County,39019,OH,Ohio,40.5796,-81.0897,26866,5.7,5.1,"48,319",7.00
Champaign,Champaign,Champaign County,39021,OH,Ohio,40.1377,-83.7695,38678,4.4,5.1,"50,151",7.00
Clark,Clark,Clark County,39023,OH,Ohio,39.9168,-83.7838,136032,5.3,5.1,"47,929",8.00
Clermont,Clermont,Clermont County,39025,OH,Ohio,39.0476,-84.1517,207650,4.3,5.1,"64,895",8.00
Clinton,Clinton,Clinton County,39027,OH,Ohio,39.4149,-83.8084,42046,5.5,5.1,"52,090",7.00
Columbiana,Columbiana,Columbiana County,39029,OH,Ohio,40.7684,-80.7772,102331,5.7,5.1,"45,580",8.00
Coshocton,Coshocton,Coshocton County,39031,OH,Ohio,40.3017,-81.92,36621,5.8,5.1,"42,403",8.00
Crawford,Crawford,Crawford County,39033,OH,Ohio,40.8508,-82.9198,41939,5.8,5.1,"45,755",7.00
Cuyahoga,Cuyahoga,Cuyahoga County,39035,OH,Ohio,41.4243,-81.6586,1263667,6.5,5.1,"62,790",8.00
Darke,Darke,Darke County,39037,OH,Ohio,40.1333,-84.6194,51839,3.9,5.1,"51,549",7.00
Defiance,Defiance,Defiance County,39039,OH,Ohio,41.3239,-84.4905,38329,4.7,5.1,"47,933",7.00
Delaware,Delaware,Delaware County,39041,OH,Ohio,40.2784,-83.0049,211121,3.6,5.1,"83,603",8.00
Erie,Erie,Erie County,39043,OH,Ohio,41.3641,-82.6194,75560,6.3,5.1,"58,239",7.00
Fairfield,Fairfield,Fairfield County,39045,OH,Ohio,39.7516,-82.6306,157622,4.3,5.1,"55,185",8.00
Fayette,Fayette,Fayette County,39047,OH,Ohio,39.5599,-83.4561,28897,4.8,5.1,"47,851",7.00
Franklin,Franklin,Franklin County,39049,OH,Ohio,39.9695,-83.0093,1313598,5,5.1,"58,689",8.00
Fulton,Fulton,Fulton County,39051,OH,Ohio,41.6018,-84.1301,42709,4.7,5.1,"52,995",7.00
Gallia,Gallia,Gallia County,39053,OH,Ohio,38.8247,-82.3169,29369,5.6,5.1,"47,674",7.00
Geauga,Geauga,Geauga County,39055,OH,Ohio,41.4996,-81.1786,95408,4.1,5.1,"78,294",7.00
Greene,Greene,Greene County,39057,OH,Ohio,39.6915,-83.8899,167043,4.3,5.1,"58,363",8.00
Guernsey,Guernsey,Guernsey County,39059,OH,Ohio,40.052,-81.4943,38542,5.6,5.1,"48,667",8.00
Hamilton,Hamilton,Hamilton County,39061,OH,Ohio,39.1955,-84.5428,826790,4.9,5.1,"67,845",8.00
Hancock,Hancock,Hancock County,39063,OH,Ohio,41.0019,-83.6665,75139,4.1,5.1,"58,966",7.00
Hardin,Hardin,Hardin County,39065,OH,Ohio,40.6616,-83.6595,30738,5.2,5.1,"40,636",7.00
Harrison,Harrison,Harrison County,39067,OH,Ohio,40.2938,-81.0911,14623,6.2,5.1,"45,968",7.00
Henry,Henry,Henry County,39069,OH,Ohio,41.3339,-84.0682,27618,5.2,5.1,"52,568",8.00
Highland,Highland,Highland County,39071,OH,Ohio,39.1847,-83.601,43162,5.6,5.1,"44,454",7.00
Hocking,Hocking,Hocking County,39073,OH,Ohio,39.4971,-82.4792,28180,4.8,5.1,"46,421",7.00
Holmes,Holmes,Holmes County,39075,OH,Ohio,40.5612,-81.9293,44166,2.8,5.1,"54,118",8.00
Huron,Huron,Huron County,39077,OH,Ohio,41.1463,-82.598,58583,5.8,5.1,"48,213",7.00
Jackson,Jackson,Jackson County,39079,OH,Ohio,39.0196,-82.6184,32531,6.1,5.1,"42,680",7.00
Jefferson,Jefferson,Jefferson County,39081,OH,Ohio,40.385,-80.761,65620,6.5,5.1,"47,413",7.00
Knox,Knox,Knox County,39083,OH,Ohio,40.3988,-82.4215,62399,4,5.1,"52,034",8.00
Lake,Lake,Lake County,39085,OH,Ohio,41.6963,-81.2373,232202,5.1,5.1,"58,960",8.00
Lawrence,Lawrence,Lawrence County,39087,OH,Ohio,38.5984,-82.5368,58570,5.1,5.1,"46,838",7.00
Licking,Licking,Licking County,39089,OH,Ohio,40.0916,-82.4831,177454,4.1,5.1,"54,525",8.00
Logan,Logan,Logan County,39091,OH,Ohio,40.3885,-83.7658,45997,4.1,5.1,"50,151",7.00
Lorain,Lorain,Lorain County,39093,OH,Ohio,41.2957,-82.151,311737,5.8,5.1,"54,452",8.00
Lucas,Lucas,Lucas County,39095,OH,Ohio,41.6197,-83.6588,431212,6.2,5.1,"54,105",8.00
Madison,Madison,Madison County,39097,OH,Ohio,39.894,-83.4002,43947,3.8,5.1,"50,124",8.00
Mahoning,Mahoning,Mahoning County,39099,OH,Ohio,41.0146,-80.7763,229044,6.3,5.1,"50,968",8.00
Marion,Marion,Marion County,39101,OH,Ohio,40.5872,-83.1609,65515,4.7,5.1,"43,814",7.00
Medina,Medina,Medina County,39103,OH,Ohio,41.1176,-81.8997,181448,4.3,5.1,"64,371",8.00
Meigs,Meigs,Meigs County,39105,OH,Ohio,39.0822,-82.0229,22361,6.6,5.1,"43,469",7.00
Mercer,Mercer,Mercer County,39107,OH,Ohio,40.5399,-84.6294,42154,3.1,5.1,"59,089",7.00
Miami,Miami,Miami County,39109,OH,Ohio,40.0535,-84.2289,107899,4.3,5.1,"54,947",8.00
Monroe,Monroe,Monroe County,39111,OH,Ohio,39.7274,-81.0829,13514,7.3,5.1,"43,844",7.00
Montgomery,Montgomery,Montgomery County,39113,OH,Ohio,39.7547,-84.2907,536136,5.6,5.1,"54,822",8.00
Morgan,Morgan,Morgan County,39115,OH,Ohio,39.6204,-81.8527,13955,6.2,5.1,"43,249",7.00
Morrow,Morrow,Morrow County,39117,OH,Ohio,40.5241,-82.7941,34892,4.5,5.1,"49,162",7.00
Muskingum,Muskingum,Muskingum County,39119,OH,Ohio,39.9654,-81.9444,86346,5.1,5.1,"49,160",8.00
Noble,Noble,Noble County,39121,OH,Ohio,39.7659,-81.4556,14166,6.8,5.1,"32,713",7.00
Ottawa,Ottawa,Ottawa County,39123,OH,Ohio,41.5378,-83.1434,40479,6.1,5.1,"61,102",8.00
Paulding,Paulding,Paulding County,39125,OH,Ohio,41.1166,-84.5802,18858,4.3,5.1,"48,972",7.00
Perry,Perry,Perry County,39127,OH,Ohio,39.7371,-82.2361,35439,5.6,5.1,"46,028",7.00
Pickaway,Pickaway,Pickaway County,39129,OH,Ohio,39.6419,-83.0244,58458,4.5,5.1,"49,425",8.00
Pike,Pike,Pike County,39131,OH,Ohio,39.0773,-83.0668,27271,6.3,5.1,"46,730",7.00
Portage,Portage,Portage County,39133,OH,Ohio,41.1677,-81.1974,161897,4.7,5.1,"51,995",8.00
Preble,Preble,Preble County,39135,OH,Ohio,39.7415,-84.648,41027,4.1,5.1,"48,600",8.00
Putnam,Putnam,Putnam County,39137,OH,Ohio,41.0221,-84.1317,34395,3.4,5.1,"57,868",7.00
Richland,Richland,Richland County,39139,OH,Ohio,40.7747,-82.5365,124504,5.6,5.1,"46,366",7.00
Ross,Ross,Ross County,39141,OH,Ohio,39.3376,-83.057,77205,4.8,5.1,"45,596",7.00
Sandusky,Sandusky,Sandusky County,39143,OH,Ohio,41.3562,-83.1464,59013,5.2,5.1,"48,982",7.00
Scioto,Scioto,Scioto County,39145,OH,Ohio,38.8039,-82.9929,74392,6.2,5.1,"46,946",7.00
Seneca,Seneca,Seneca County,39147,OH,Ohio,41.1239,-83.1277,55166,4.7,5.1,"47,605",7.00
Shelby,Shelby,Shelby County,39149,OH,Ohio,40.3316,-84.2048,48307,4.2,5.1,"52,547",7.00
Stark,Stark,Stark County,39151,OH,Ohio,40.8139,-81.3656,374712,5.2,5.1,"52,426",8.00
Summit,Summit,Summit County,39153,OH,Ohio,41.126,-81.5322,540567,5.4,5.1,"60,771",8.00
Trumbull,Trumbull,Trumbull County,39155,OH,Ohio,41.3172,-80.7611,202199,6.4,5.1,"46,356",8.00
Tuscarawas,Tuscarawas,Tuscarawas County,39157,OH,Ohio,40.4409,-81.4738,93025,4.6,5.1,"50,625",8.00
Union,Union,Union County,39159,OH,Ohio,40.2994,-83.3716,61769,3.5,5.1,"64,967",8.00
Van Wert,Van Wert,Van Wert County,39161,OH,Ohio,40.8554,-84.5861,28808,3.9,5.1,"49,328",7.00
Vinton,Vinton,Vinton County,39163,OH,Ohio,39.251,-82.4853,12853,6.2,5.1,"42,290",7.00
Warren,Warren,Warren County,39165,OH,Ohio,39.4277,-84.1668,239556,4,5.1,"69,581",8.00
Washington,Washington,Washington County,39167,OH,Ohio,39.4553,-81.4953,59942,5.5,5.1,"50,549",7.00
Wayne,Wayne,Wayne County,39169,OH,Ohio,40.8289,-81.888,116858,3.6,5.1,"52,817",7.00
Williams,Williams,Williams County,39171,OH,Ohio,41.5603,-84.5882,37026,4.3,5.1,"49,310",7.00
Wood,Wood,Wood County,39173,OH,Ohio,41.3617,-83.623,131930,4.3,5.1,"53,892",8.00
Wyandot,Wyandot,Wyandot County,39175,OH,Ohio,40.8424,-83.3044,21933,3.5,5.1,"54,342",7.00
Adair,Adair,Adair County,40001,OK,Oklahoma,35.8839,-94.6587,19839,3.7,3.8,"41,496",11.00
Alfalfa,Alfalfa,Alfalfa County,40003,OK,Oklahoma,36.731,-98.324,5744,2.3,3.8,"43,695",10.00
Atoka,Atoka,Atoka County,40005,OK,Oklahoma,34.3736,-96.0378,14080,4.7,3.8,"36,195",11.00
Beaver,Beaver,Beaver County,40007,OK,Oklahoma,36.7497,-100.477,5100,1.7,3.8,"65,668",10.00
Beckham,Beckham,Beckham County,40009,OK,Oklahoma,35.2687,-99.682,22349,4.3,3.8,"40,147",10.00
Blaine,Blaine,Blaine County,40011,OK,Oklahoma,35.8752,-98.4334,8799,3,3.8,"53,081",10.00
Bryan,Bryan,Bryan County,40013,OK,Oklahoma,33.9623,-96.2598,45809,3.3,3.8,"43,871",9.00
Caddo,Caddo,Caddo County,40015,OK,Oklahoma,35.1744,-98.3751,27253,3.7,3.8,"45,452",11.00
Canadian,Canadian,Canadian County,40017,OK,Oklahoma,35.5424,-97.9824,151174,3.2,3.8,"50,309",10.00
Carter,Carter,Carter County,40019,OK,Oklahoma,34.2509,-97.2858,48102,4.4,3.8,"48,733",10.00
Cherokee,Cherokee,Cherokee County,40021,OK,Oklahoma,35.9067,-94.9997,47307,4.1,3.8,"40,638",10.00
Choctaw,Choctaw,Choctaw County,40023,OK,Oklahoma,34.0266,-95.5522,14307,5.2,3.8,"40,395",10.00
Cimarron,Cimarron,Cimarron County,40025,OK,Oklahoma,36.7483,-102.518,2271,1.8,3.8,"68,769",10.00
Cleveland,Cleveland,Cleveland County,40027,OK,Oklahoma,35.2031,-97.3265,292110,3.2,3.8,"49,946",10.00
Coal,Coal,Coal County,40029,OK,Oklahoma,34.5882,-96.2978,5294,4.5,3.8,"44,170",10.00
Comanche,Comanche,Comanche County,40031,OK,Oklahoma,34.6621,-98.4717,121502,4.1,3.8,"47,650",9.00
Cotton,Cotton,Cotton County,40033,OK,Oklahoma,34.2902,-98.3722,5603,4.1,3.8,"51,300",10.00
Craig,Craig,Craig County,40035,OK,Oklahoma,36.7618,-95.2085,14172,3.6,3.8,"43,958",10.00
Creek,Creek,Creek County,40037,OK,Oklahoma,35.9026,-96.3709,71879,4.2,3.8,"47,927",11.00
Custer,Custer,Custer County,40039,OK,Oklahoma,35.6388,-99.0015,28564,3.2,3.8,"46,226",11.00
Delaware,Delaware,Delaware County,40041,OK,Oklahoma,36.4082,-94.8026,40688,3.3,3.8,"40,950",11.00
Dewey,Dewey,Dewey County,40043,OK,Oklahoma,35.9876,-99.0079,4548,2.7,3.8,"53,807",10.00
Ellis,Ellis,Ellis County,40045,OK,Oklahoma,36.2184,-99.7546,3813,2.8,3.8,"57,564",11.00
Garfield,Garfield,Garfield County,40047,OK,Oklahoma,36.3791,-97.7827,62628,3.4,3.8,"48,861",9.00
Garvin,Garvin,Garvin County,40049,OK,Oklahoma,34.7046,-97.3093,25949,3.8,3.8,"48,690",10.00
Grady,Grady,Grady County,40051,OK,Oklahoma,35.0169,-97.8841,54739,3.5,3.8,"47,840",10.00
Grant,Grant,Grant County,40053,OK,Oklahoma,36.7961,-97.7861,4166,2.5,3.8,"60,177",10.00
Greer,Greer,Greer County,40055,OK,Oklahoma,34.9357,-99.5608,5548,5.1,3.8,"35,502",10.00
Harmon,Harmon,Harmon County,40057,OK,Oklahoma,34.7441,-99.8462,2540,2.5,3.8,"51,088",12.00
Harper,Harper,Harper County,40059,OK,Oklahoma,36.7888,-99.6673,3358,2.5,3.8,"54,555",10.00
Haskell,Haskell,Haskell County,40061,OK,Oklahoma,35.2248,-95.1166,11711,5.2,3.8,"42,506",10.00
Hughes,Hughes,Hughes County,40063,OK,Oklahoma,35.0484,-96.2502,13406,5.2,3.8,"46,703",11.00
Jackson,Jackson,Jackson County,40065,OK,Oklahoma,34.588,-99.4148,24960,2.8,3.8,"49,372",10.00
Jefferson,Jefferson,Jefferson County,40067,OK,Oklahoma,34.111,-97.8358,5491,4,3.8,"41,152",10.00
Johnston,Johnston,Johnston County,40069,OK,Oklahoma,34.3165,-96.6606,10446,4.6,3.8,"43,246",10.00
Kay,Kay,Kay County,40071,OK,Oklahoma,36.818,-97.1439,44019,4.3,3.8,"47,817",11.00
Kingfisher,Kingfisher,Kingfisher County,40073,OK,Oklahoma,35.9454,-97.9421,15272,2.6,3.8,"67,299",11.00
Kiowa,Kiowa,Kiowa County,40075,OK,Oklahoma,34.9164,-98.9809,8518,3.3,3.8,"45,875",9.00
Latimer,Latimer,Latimer County,40077,OK,Oklahoma,34.876,-95.2504,9555,7.3,3.8,"40,932",10.00
Le Flore,Le Flore,Le Flore County,40079,OK,Oklahoma,34.9003,-94.7034,48436,4.7,3.8,"40,214",11.00
Lincoln,Lincoln,Lincoln County,40081,OK,Oklahoma,35.703,-96.8809,33650,3.5,3.8,"44,687",10.00
Logan,Logan,Logan County,40083,OK,Oklahoma,35.9193,-97.4433,49005,3.3,3.8,"48,559",9.00
Love,Love,Love County,40085,OK,Oklahoma,33.9499,-97.2441,10105,2.6,3.8,"43,592",10.00
Major,Major,Major County,40093,OK,Oklahoma,36.3116,-98.5359,7753,3.1,3.8,"53,330",10.00
Marshall,Marshall,Marshall County,40095,OK,Oklahoma,34.0245,-96.7691,15361,4.4,3.8,"42,574",10.00
Mayes,Mayes,Mayes County,40097,OK,Oklahoma,36.3019,-95.2307,39303,6.1,3.8,"42,241",11.00
McClain,McClain,McClain County,40087,OK,Oklahoma,35.0093,-97.4443,41258,3.1,3.8,"47,185",10.00
McCurtain,McCurtain,McCurtain County,40089,OK,Oklahoma,34.1154,-94.7713,31112,3.7,3.8,"43,325",10.00
McIntosh,McIntosh,McIntosh County,40091,OK,Oklahoma,35.3736,-95.6668,19105,3.7,3.8,"44,615",11.00
Murray,Murray,Murray County,40099,OK,Oklahoma,34.4823,-97.0679,13874,3.9,3.8,"48,831",10.00
Muskogee,Muskogee,Muskogee County,40101,OK,Oklahoma,35.6161,-95.3795,66881,4.3,3.8,"43,699",11.00
Noble,Noble,Noble County,40103,OK,Oklahoma,36.3886,-97.2305,11020,2.5,3.8,"51,172",11.00
Nowata,Nowata,Nowata County,40105,OK,Oklahoma,36.7985,-95.6174,9484,3.5,3.8,"46,337",10.00
Okfuskee,Okfuskee,Okfuskee County,40107,OK,Oklahoma,35.4655,-96.3228,11444,4.9,3.8,"37,839",12.00
Oklahoma,Oklahoma,Oklahoma County,40109,OK,Oklahoma,35.5515,-97.4072,790938,4.1,3.8,"63,151",10.00
Okmulgee,Okmulgee,Okmulgee County,40111,OK,Oklahoma,35.6466,-95.9643,37046,5.2,3.8,"41,808",11.00
Osage,Osage,Osage County,40113,OK,Oklahoma,36.6292,-96.3985,46140,4.2,3.8,"42,015",10.00
Ottawa,Ottawa,Ottawa County,40115,OK,Oklahoma,36.8355,-94.8104,30568,3.2,3.8,"45,484",11.00
Pawnee,Pawnee,Pawnee County,40117,OK,Oklahoma,36.3169,-96.6992,15687,4.1,3.8,"43,859",11.00
Payne,Payne,Payne County,40119,OK,Oklahoma,36.0773,-96.9756,81817,3.2,3.8,"43,952",10.00
Pittsburg,Pittsburg,Pittsburg County,40121,OK,Oklahoma,34.9239,-95.7484,43836,5.2,3.8,"42,102",11.00
Pontotoc,Pontotoc,Pontotoc County,40123,OK,Oklahoma,34.728,-96.6844,38102,3.3,3.8,"51,619",10.00
Pottawatomie,Pottawatomie,Pottawatomie County,40125,OK,Oklahoma,35.2066,-96.9484,72331,3.9,3.8,"46,730",10.00
Pushmataha,Pushmataha,Pushmataha County,40127,OK,Oklahoma,34.4162,-95.3759,10891,4.2,3.8,"39,442",11.00
Roger Mills,Roger Mills,Roger Mills County,40129,OK,Oklahoma,35.6883,-99.6958,3477,2.9,3.8,"50,590",9.00
Rogers,Rogers,Rogers County,40131,OK,Oklahoma,36.3715,-95.6043,94637,3.5,3.8,"52,142",10.00
Seminole,Seminole,Seminole County,40133,OK,Oklahoma,35.1675,-96.6155,23798,5.1,3.8,"41,119",10.00
Sequoyah,Sequoyah,Sequoyah County,40135,OK,Oklahoma,35.4953,-94.7552,39652,4.3,3.8,"42,780",10.00
Stephens,Stephens,Stephens County,40137,OK,Oklahoma,34.4856,-97.8515,42983,4.5,3.8,"48,328",9.00
Texas,Texas,Texas County,40139,OK,Oklahoma,36.7479,-101.49,21448,1.8,3.8,"58,194",10.00
Tillman,Tillman,Tillman County,40141,OK,Oklahoma,34.3728,-98.9242,7070,4.2,3.8,"40,610",11.00
Tulsa,Tulsa,Tulsa County,40143,OK,Oklahoma,36.1211,-95.9415,664084,4,3.8,"66,535",11.00
Wagoner,Wagoner,Wagoner County,40145,OK,Oklahoma,35.9611,-95.5212,80509,3.5,3.8,"47,142",10.00
Washington,Washington,Washington County,40147,OK,Oklahoma,36.7152,-95.9044,52382,3.8,3.8,"78,103",9.00
Washita,Washita,Washita County,40149,OK,Oklahoma,35.2904,-98.9922,11014,4.3,3.8,"40,961",11.00
Woods,Woods,Woods County,40151,OK,Oklahoma,36.7669,-98.8651,8731,2.1,3.8,"50,198",10.00
Woodward,Woodward,Woodward County,40153,OK,Oklahoma,36.4227,-99.2651,20591,4.2,3.8,"41,180",9.00
Baker,Baker,Baker County,41001,OR,Oregon,44.7091,-117.675,16539,5.1,5.2,"48,107",0.00
Benton,Benton,Benton County,41003,OR,Oregon,44.4918,-123.429,94667,3.9,5.2,"54,174",0.00
Clackamas,Clackamas,Clackamas County,41005,OR,Oregon,45.188,-122.221,418577,4.8,5.2,"71,504",0.00
Clatsop,Clatsop,Clatsop County,41007,OR,Oregon,45.995,-123.656,40720,6,5.2,"52,250",0.00
Columbia,Columbia,Columbia County,41009,OR,Oregon,45.9438,-123.088,52381,5.8,5.2,"53,573",0.00
Coos,Coos,Coos County,41011,OR,Oregon,43.1742,-124.059,64619,6.3,5.2,"55,759",0.00
Crook,Crook,Crook County,41013,OR,Oregon,44.1422,-120.357,24300,6.7,5.2,"50,708",0.00
Curry,Curry,Curry County,41015,OR,Oregon,42.4576,-124.157,23234,6.7,5.2,"53,044",0.00
Deschutes,Deschutes,Deschutes County,41017,OR,Oregon,43.915,-121.228,194964,5.3,5.2,"67,743",0.00
Douglas,Douglas,Douglas County,41019,OR,Oregon,43.2797,-123.167,110680,5.8,5.2,"50,595",0.00
Gilliam,Gilliam,Gilliam County,41021,OR,Oregon,45.3783,-120.211,1954,4.8,5.2,"63,645",0.00
Grant,Grant,Grant County,41023,OR,Oregon,44.4916,-119.007,7225,6.7,5.2,"50,870",0.00
Harney,Harney,Harney County,41025,OR,Oregon,43.0641,-118.968,7454,5.1,5.2,"49,257",0.00
Hood River,Hood River,Hood River County,41027,OR,Oregon,45.519,-121.651,23915,4.5,5.2,"65,127",0.00
Jackson,Jackson,Jackson County,41029,OR,Oregon,42.4322,-122.729,221662,5.4,5.2,"56,842",0.00
Jefferson,Jefferson,Jefferson County,41031,OR,Oregon,44.6294,-121.176,24232,6.5,5.2,"43,145",0.00
Josephine,Josephine,Josephine County,41033,OR,Oregon,42.3655,-123.556,87686,6.2,5.2,"54,466",0.00
Klamath,Klamath,Klamath County,41035,OR,Oregon,42.6864,-121.65,68899,6.7,5.2,"48,050",0.00
Lake,Lake,Lake County,41037,OR,Oregon,42.7934,-120.387,8119,5.5,5.2,"47,066",0.00
Lane,Lane,Lane County,41039,OR,Oregon,43.9386,-122.848,380532,5.5,5.2,"55,146",0.00
Lincoln,Lincoln,Lincoln County,41041,OR,Oregon,44.642,-123.868,49866,6.8,5.2,"52,482",0.00
